y1,y2
XM_024336918.1,7TMK1_DICDI
XM_024336919.1,ABL1_HUMAN
XM_024336918.1,ABL1_HUMAN
XM_024336918.1,7TMK1_DICDI
XM_024336919.1,7TMK1_DICDI
XM_024336918.1,ABL1_HUMAN
XM_021834425.1,ABL1_HUMAN
NG_033239.1,AB19A_PRUPE
NG_011724.2,AB19A_PRUPE
XM_016392891.1,AB19A_PRUPE
XM_021781928.1,AB19A_PRUPE
XM_021781928.1,AB19A_PRUPE
XM_021781928.1,AB19A_PRUPE
XM_022122425.1,AB19A_PRUPE
XM_022122425.1,AB19A_PRUPE
XM_022122425.1,AB19A_PRUPE
XM_022122425.1,ACLR_ACHOB
XM_021781928.1,ACCR1_ARATH
XM_017100286.1,A2GL_HUMAN
XM_002399311.1,9DC3_SOLPI
XM_019320061.1,AAIP_WHEAT
XM_019320061.1,9DC3_SOLPI
XM_019320061.1,9DC3_SOLPI
XM_019320061.1,9DC3_SOLPI
CP025666.1,9DC3_SOLPI
XM_002277234.3,9DC3_SOLPI
XM_002277234.3,9DC3_SOLPI
XM_002277234.3,9DC3_SOLPI
XM_002277234.3,9DC3_SOLPI
XM_002277234.3,9DC3_SOLPI
XM_022876271.1,9DC3_SOLPI
XM_022150116.1,9DC3_SOLPI
XM_022150116.1,9DC3_SOLPI
XM_022876271.1,9DC3_SOLPI
XM_002509736.3,9DC3_SOLPI
AM476661.1,9DC3_SOLPI
XM_017437530.2,9DC3_SOLPI
XM_006655607.2,9DC3_SOLPI
XM_017768752.1,9DC3_SOLPI
XM_017768752.1,9DC3_SOLPI
CP011514.1,9DC3_SOLPI
XM_017374984.1,9DC3_SOLPI
XM_017374984.1,9DC3_SOLPI
XM_023009264.1,9DC3_SOLPI
XM_006472178.3,9DC3_SOLPI
XM_006472178.3,3AHDP_RUMGV
XM_023042364.1,3AHDP_RUMGV
XM_015341052.1,ACP2_ENTHI
XM_015341052.1,AAPK2_CAEEL
XM_015341052.1,3BHS1_MESAU
XM_015341052.1,3BHS1_MOUSE
XM_015341052.1,3BHS1_MOUSE
XM_015341052.1,3BHS1_MOUSE
XM_010678446.2,3BHS1_MOUSE
XM_011006462.1,3BHS1_MOUSE
XM_017397311.1,3BHS1_MOUSE
XM_017397311.1,3BHS1_MOUSE
XM_011006462.1,3BHS1_MOUSE
XM_011006462.1,3BHS1_MOUSE
XM_003529111.4,3BHS_MYCTU
XM_018121914.1,3BHS1_MOUSE
XM_017397311.1,3BHS1_MOUSE
XM_017392085.1,2AB2E_ARATH
XM_017397311.1,2AB2E_ARATH
XM_010071438.2,ACP1_ENTHI
XM_010071438.2,ACP1_ENTHI
XM_023962289.1,ACP1_ENTHI
XM_023962289.1,ACP1_ENTHI
XM_023962289.1,ACP1_ENTHI
XM_023962289.1,ACP1_ENTHI
XM_023962289.1,ACP1_ENTHI
XM_023962289.1,ABR1_ARATH
XM_023962289.1,ABR1_ARATH
XM_023962289.1,ABHD6_MOUSE
XM_023962289.1,ABH51_CAEEL
XM_023962289.1,ABP1_SACEX
XM_005764902.1,A20A1_HUMAN
XM_005764902.1,A20A1_HUMAN
XM_005764902.1,A20A1_HUMAN
XM_005764902.1,235L_IIV6
AK446895.1,ACL7B_MOUSE
AK446895.1,ACL7B_MOUSE
AK446895.1,7UP1_DROME
AK446895.1,7UP1_DROME
AK446895.1,ACRO_HUMAN
XM_005764902.1,ACRO_SHEEP
XM_005764902.1,ACRO_SHEEP
XM_005764902.1,ACRO_SHEEP
XM_005764902.1,ACRO_RAT
XM_005764902.1,ACRO_SHEEP
XM_020309243.1,5GT2_PERFR
XM_020309243.1,ACP2_ENTHI
XM_020309243.1,ACBD6_RAT
XM_020309243.1,ACBD6_RAT
XM_020309243.1,ACA11_ARATH
XM_020309243.1,ACA11_ARATH
XM_007879038.1,ACA11_ARATH
XM_015805429.1,ACA11_ARATH
XM_002508129.1,172L_IIV6
XM_002508129.1,172L_IIV6
XM_002508129.1,009L_FRG3G
XM_002508129.1,009L_FRG3G
XM_002508129.1,172L_IIV6
XM_002508129.1,172L_IIV6
XM_002508129.1,172L_IIV6
XM_002508129.1,AAE_RAUSE
XM_002508129.1,AAE_RAUSE
XM_002508129.1,ACOC_CUPNH
XM_002508129.1,ACOC_CUPNH
XM_002508129.1,ACAP2_RAT
XM_002508129.1,ACAP2_RAT
XM_002508129.1,ACAP2_RAT
XM_002508129.1,ACAP3_HUMAN
XM_002508129.1,ACAP3_HUMAN
XM_002508129.1,ACAP3_HUMAN
XM_002508129.1,ACAP3_HUMAN
XM_016417374.1,ACAP3_HUMAN
CT837820.1,ACAP3_HUMAN
CT837820.1,ACAP2_RAT
CT837820.1,ACAP3_HUMAN
CT837820.1,ACAP3_HUMAN
CT837820.1,ACAP2_RAT
XM_008034723.1,ABAP1_ARATH
U37687.1,ABAP1_ARATH
U37687.1,209L2_MACMU
U37687.1,209L2_MACMU
U37687.1,3BHD1_EGGLE
U37687.1,AB34G_ARATH
U37687.1,AB34G_ARATH
XM_022633362.1,ABI2_HUMAN
XM_017242862.1,ABP1_SACEX
XM_017242862.1,2KGR_GLUOX
XM_017242862.1,2KGR_GLUOX
XM_020947228.1,2KGR_GLUOX
XM_020947228.1,2KGR_GLUOX
XM_020947228.1,2KGR_GLUOX
XM_020947228.1,2KGR_GLUOX
XM_009521174.1,2KGR_GLUOX
XM_009521174.1,2KGR_GLUOX
XM_009521174.1,88F1G_MALDO
XM_009521174.1,A2GL_HUMAN
XM_009521174.1,A2GL_HUMAN
XM_009521174.1,A2GL_HUMAN
XM_009521174.1,A2GL_HUMAN
XM_009521174.1,A2GL_HUMAN
XM_014040890.1,A2GL_HUMAN
XM_014040890.1,2KGR_GLUOX
XM_014040890.1,AAPK2_CAEEL
XM_014040890.1,ABF2_YEAST
XM_014040890.1,ABF2_YEAST
XM_014040890.1,ACET6_CERPU
XM_014040890.1,A16L2_CAEEL
CP023333.1,A16L2_CAEEL
XM_014044992.1,A16L2_CAEEL
XM_014040890.1,2KGR_GLUOX
XM_014040890.1,ACCR4_ARATH
XM_014040890.1,ACCR4_ARATH
XM_020309243.1,ACCR4_ARATH
XM_020309243.1,ACCR4_ARATH
XM_020309243.1,ACCR4_ARATH
XM_020309243.1,A1CF_PONAB
XM_020309243.1,A1CF_PONAB
XM_020309243.1,ACCC_BACHD
XM_020309243.1,AAPK2_CAEEL
XM_020309243.1,ABL2_HUMAN
XM_025740986.1,AAA1_RAT
XM_025740986.1,A30BL_HUMAN
XM_020306349.1,A30BL_HUMAN
XM_004365434.1,A30BL_HUMAN
XM_004365434.1,A30BL_HUMAN
XM_017174060.1,A20A5_HUMAN
XM_003062233.1,A20A5_HUMAN
XM_001700261.1,ACL7A_RAT
XM_016727564.1,ACCO_DIACA
LN609266.1,ACCO_DIACA
LN609266.1,ACCO3_CUCME
LN609266.1,ACCO_DIACA
LN609266.1,ACCO_DIACA
LN609266.1,ACCO3_CUCME
LN609266.1,121R_IIV6
LN609266.1,ABR1_ASPFU
LN609266.1,ACACB_HUMAN
LN609266.1,ACACA_RAT
LN609266.1,ACACA_RAT
LN609266.1,ACACA_RAT
LN609266.1,ACAC_CHICK
LN609266.1,ACAC_CHICK
LN609266.1,ACCO1_PETHY
XM_007533164.2,ACCO_MUSAC
AY099133.1,ACCO_MUSAC
AY099133.1,ACCO_MUSAC
CT837820.1,ABCC3_DICDI
CT837820.1,ABCC3_DICDI
CT837820.1,ABCC3_DICDI
CT837820.1,AAPK1_RAT
CT837820.1,ACCR4_ARATH
CT837820.1,ACCR4_ARATH
CT837820.1,ACCR4_ARATH
CT837820.1,ACCR4_ARATH
CT837820.1,ACCR4_ARATH
CT837820.1,ACCR4_ARATH
CT837820.1,ACCR4_ARATH
CT837820.1,ACCR4_ARATH
CT837820.1,9DC3_SOLPI
CT837820.1,9DC3_SOLPI
CT837820.1,9DC3_SOLPI
CT837820.1,9DC3_SOLPI
CT837820.1,9DC3_SOLPI
CT837820.1,ACCR4_ARATH
CT837820.1,AAAD_BOVIN
CT837820.1,ABCC8_DICDI
CT837820.1,ACO13_PONAB
CT837820.1,ACO13_PONAB
CT837820.1,ACO13_PONAB
CT837820.1,ACO13_PONAB
CT837820.1,ACO13_PONAB
CT837820.1,ACO13_PONAB
CT837820.1,ACO13_PONAB
CT837820.1,ACO13_PONAB
XM_002508129.1,ACO13_PONAB
XM_002508129.1,ACO13_PONAB
XM_002508129.1,ACO13_PONAB
XM_002508129.1,ACO13_PONAB
XM_002508129.1,ABHD4_MOUSE
CT837820.1,ABHD4_MOUSE
CT837820.1,ACOX_SYNY3
CT837820.1,ACOX_SYNY3
CT837820.1,ABR1_ARATH
CT837820.1,AAPK1_HUMAN
XM_009652490.1,3BHS1_MOUSE
CP010980.1,ACA2_ARATH
XM_022043191.1,ACA2_ARATH
XM_022043191.1,ACA5_ORYSJ
XM_021484365.1,ACA5_ORYSJ
XM_021484365.1,ACA5_ORYSJ
AM427150.2,ACA5_ORYSJ
XM_017388759.1,ACA5_ORYSJ
XM_017388759.1,ACA1_ARATH
XM_017388759.1,ACA1_ARATH
XM_007483550.2,ACA1_ARATH
XM_021758808.1,ACA1_ARATH
XM_021758808.1,ACA12_ARATH
XM_021758808.1,ACR4L_ARATH
XM_004300751.2,ACR4L_ARATH
XM_001963380.2,ACR4L_ARATH
XM_017173403.1,ACR4L_ARATH
XM_017173403.1,ACR4L_ARATH
AM462551.1,ACR4L_ARATH
XM_020834519.1,ACR4L_ARATH
XM_623948.6,ACR4L_ARATH
XM_022862210.1,ACR4L_ARATH
XM_022862210.1,ACR4L_ARATH
NG_007928.1,ACR4L_ARATH
FJ440681.1,ACR4L_ARATH
NG_029327.2,14331_ENTHI
AP017991.1,ABI1_MOUSE
AY285950.1,ACET6_CERPU
AY285950.1,ACET6_CERPU
NM_000969.5,AATP7_ARATH
LT669791.1,ACBD6_XENTR
XM_007511685.1,ACBD6_XENTR
KX449555.1,ABAP1_ARATH
XM_012817638.1,ABAP1_ARATH
XM_015190505.1,ACR1_ACIAD
XM_022052493.1,ACR1_ACIAD
XM_022052493.1,AAMT1_MAIZE
XM_022052493.1,AAMT1_MAIZE
XM_003628489.3,AAMT1_MAIZE
XM_022052493.1,ABL_MLVAB
NG_023240.1,ACO1_SCHPO
NG_023240.1,ACCR4_ARATH
NG_023240.1,ACCR4_ARATH
NG_023240.1,ACR4L_ARATH
CP024645.1,9DC3_SOLPI
NG_027810.1,9DC3_SOLPI
XM_024017302.1,9DC3_SOLPI
XM_024017302.1,ACPA_EMENI
XM_024017302.1,ACPA_EMENI
XM_024017302.1,ACR4L_ARATH
XM_024017302.1,ACCR3_ARATH
XM_024017302.1,ACCR3_ARATH
XM_024017302.1,ACR_MYCTU
LR031873.1,7SBG2_SOYBN
LR031873.1,7SBG2_SOYBN
LR031873.1,7SBG2_SOYBN
XM_013470482.1,7SBG2_SOYBN
CP029210.1,ABDA_APIME
XM_018969032.1,ABDA_APIME
XM_018969032.1,ABDA_APIME
XM_018969032.1,ABL_FSVHY
XM_001843002.1,ABR2_ASPFU
XM_001843002.1,ABR1_ASPFU
XM_001843002.1,ABR1_ASPFU
XM_009497953.1,ABR2_ASPFU
BT074733.1,ABR1_ASPFU
AC202467.11,ABR1_ASPFU
XM_024469516.1,AAE_RAUSE
XM_024469516.1,AAE_RAUSE
KY532300.1,AAC4_DICDI
KY532300.1,AAKB1_PIG
XR_538727.2,AAKB1_PIG
XM_017392284.1,ACR1_ACIAD
XM_017392284.1,88F1G_MALDO
XM_021828189.1,ABL_DROME
XM_021828189.1,ACBP1_ARATH
XM_021828189.1,ACBP1_ARATH
XM_021828189.1,ACBP1_ARATH
XM_023676867.1,2AAA_DICDI
KY534101.1,ACCA_ARATH
KY534101.1,ACR4L_ARATH
KY534101.1,ACR4L_ARATH
LT669791.1,ACCR3_ARATH
XM_017366049.1,ACR4L_ARATH
XM_019198760.1,ACR4L_ARATH
XM_011014181.1,ACR4L_ARATH
XM_011014181.1,ACR4L_ARATH
XM_011014181.1,ACR4L_ARATH
XM_017366049.1,ACR4L_ARATH
XM_017366049.1,ACR4L_ARATH
XM_017366049.1,ACR4L_ARATH
XM_024054324.1,ACR4L_ARATH
XM_024054324.1,ACR4L_ARATH
NG_011688.1,ACR4L_ARATH
CP001736.1,ACR4L_ARATH
CP001736.1,ACR4L_ARATH
XM_024045495.1,ACR4L_ARATH
XM_024045495.1,ACR4L_ARATH
LT907981.1,AAC3_DICDI
XM_017930547.1,AAC3_DICDI
XM_017930547.1,ABFA_PENCN
XM_013003267.1,ABFA_PENCN
XM_025117708.1,ABFA_PENCN
XM_002904079.1,ABFA_ASPKW
XM_011011056.1,ABFA_PENCN
XM_007207966.2,ABFA_PENCN
XM_007207966.2,ABFA_ASPFN
CP011371.1,ABFA_ASPFN
CP011371.1,ABFA_ASPFN
XM_016011850.2,ABFA_ASPFN
XM_012897744.1,ABFA_ASPFN
XM_012897744.1,ABFA_ASPFN
XM_021981281.1,ABHD4_MOUSE
XM_010650025.2,ABHD4_MOUSE
XM_010650025.2,ABHD4_MOUSE
XM_017044941.1,ABHD4_MOUSE
CP025660.1,ABHD4_MOUSE
XM_008366882.2,ABHD4_MOUSE
XM_008366882.2,ABHD4_MOUSE
XM_001137830.5,9DC2_SOLPI
CP025669.1,AAPK1_CAEEL
FJ599935.1,A9A1A_DANRE
CP023768.1,A9A1B_DANRE
KM221993.1,ABR_MOUSE
KM221993.1,3BP1_HUMAN
FJ168548.1,3BP1_HUMAN
AK106047.1,ABR_XENTR
AK106047.1,ACCR4_ARATH
AY883859.1,ACCR4_ARATH
XM_022869994.1,ACLY_MOUSE
XM_022869994.1,ACLY_MOUSE
XM_021769344.1,ACP1_ENTHI
XM_021423254.1,AB4F_ARATH
XM_026988602.1,AB4F_ARATH
AK372321.1,AAPK2_CAEEL
AY229882.2,AAPK2_CAEEL
EF584828.1,AAPK1_HUMAN
XM_006400477.2,ACCR3_ARATH
XM_001691824.1,ACCR3_ARATH
XM_006400475.2,ACCR3_ARATH
FQ385880.1,ACCR3_ARATH
FQ385880.1,ACL6B_HUMAN
FQ385880.1,ACL6B_RAT
XM_017366046.1,ACRO_RABIT
XM_017366046.1,AAAD_RABIT
XM_017366046.1,AAAD_RABIT
XM_017366046.1,3BHS1_RAT
XM_017366046.1,ACON3_ASPFU
XM_025764607.1,ACON3_ASPFU
XM_025764607.1,AAPK1_MOUSE
XM_010258888.2,ABL_FSVHY
XM_021767619.1,A16L1_CAEEL
XM_021767619.1,A16L1_CAEEL
XM_021767619.1,ABI1_HUMAN
XM_021767619.1,AAP1_YEAST
XM_021767619.1,AATP3_ARATH
XM_021767619.1,AAE_RAUSE
XM_021803851.1,AAE_RAUSE
XM_021803851.1,AAE_RAUSE
XM_010498444.2,AAE_RAUSE
XM_010498499.2,ABCF1_HUMAN
XM_010498499.2,ABCF1_HUMAN
XM_010498499.2,A1345_ARTBC
XM_010498499.2,ACCO_PRUMU
XM_022461974.1,ACH11_ARATH
XM_004304393.2,ACH11_ARATH
XM_004304393.2,ACH11_ARATH
XM_006481429.3,ACH11_ARATH
XM_006481429.3,ACH11_ARATH
XM_006481429.3,ACH11_ARATH
XM_014659253.2,ACH11_ARATH
XM_010428627.1,ACH11_ARATH
XM_010428627.1,ACH11_ARATH
XM_010428627.1,ACH11_ARATH
XM_010428627.1,ACCO5_ARATH
XM_010428627.1,ACCO5_ARATH
XM_010428627.1,AAPK2_CAEEL
XM_010428627.1,AAPK2_CAEEL
XM_008976726.3,AAPK2_CAEEL
XM_008976726.3,AAPK2_CAEEL
CP023119.1,AAPK2_CAEEL
XM_010524343.2,AAPK2_CAEEL
CP023119.1,AAPK2_CAEEL
XM_020560982.1,AAPK2_CAEEL
XM_020560982.1,AAT3_BACSU
XM_020560982.1,AAT3_BACSU
XM_020560982.1,AAK1_MOUSE
XM_020560982.1,ACBG2_HUMAN
XM_020560982.1,ABF2_YEAST
KU140623.1,A16L1_CAEEL
BA000012.4,A16L1_CAEEL
XM_013607772.2,7SBG2_SOYBN
XM_013607772.2,7SBG2_SOYBN
XM_021314485.1,7SBG2_SOYBN
XM_022866614.1,AAPK2_CAEEL
FJ829245.1,AAPK2_CAEEL
XM_004303926.2,AAIP_WHEAT
XM_004303926.2,AAPK2_CAEEL
XM_004303926.2,AAPK2_CAEEL
XM_006469999.3,AAPK2_CAEEL
XM_006469999.3,AAIP_WHEAT
XM_006469999.3,ACRO_MELGA
XM_006469999.3,4EBP_DICDI
XM_006469999.3,ACCH2_ARATH
XM_006469999.3,ACCH2_ARATH
XM_024280347.1,ACCH3_SOLLC
XM_011510572.3,ACCO2_SOLLC
XM_014801591.1,ACCO2_SOLLC
XM_016353933.1,ACCO2_SOLLC
XM_016353933.1,ACCO2_SOLLC
XM_016353933.1,ACCO2_SOLLC
XM_020848883.1,ACCO2_SOLLC
XM_020848883.1,ACCO2_SOLLC
XM_020848883.1,ACCO2_SOLLC
XM_020848883.1,ACCO2_SOLLC
XM_020848883.1,ACCO2_SOLLC
AC240102.1,ACCO1_SOLLC
AC240102.1,ACCO1_SOLLC
XM_017747379.1,ACCH2_ARATH
XM_017747379.1,ACCH2_ARATH
XM_017747379.1,ACCH2_ARATH
XM_017747379.1,7TMK1_DICDI
XM_017747379.1,ACP1_ENTHI
XM_018168460.1,ACP1_ENTHI
AM486222.1,ACP1_ENTHI
XM_003285508.1,ACR1_ACIAD
KC561482.1,ACR1_ACIAD
XM_008620295.1,ACR1_ACIAD
XM_006600632.3,ACR1_ACIAD
XM_024072234.1,AB15G_ARATH
LN594072.1,ACE2_SCHPO
CP023113.2,ACCR4_ARATH
XM_023887746.1,ACR4L_ARATH
XM_023887746.1,ACCR2_ARATH
XM_023887746.1,ACR4L_ARATH
XM_007296113.1,AATP3_ARATH
XM_004508139.2,AATP3_ARATH
XM_004508139.2,AATP9_ARATH
XM_004342321.1,ABAP1_ARATH
XM_004342321.1,ABAP1_ARATH
XM_025758826.1,ABAP1_ARATH
XM_025758826.1,ACP1_ENTHI
XM_025758826.1,AAPK1_MOUSE
XM_025776136.1,A1CF_RAT
XM_004507485.2,5MAT2_SALSN
XM_004507485.2,5MAT2_SALSN
XM_025776136.1,ABI5_ARATH
XM_025776136.1,ACP1_ENTHI
XM_025776136.1,ABR1_ASPFU
XM_025758826.1,7LESS_DROVI
XM_001848768.1,ACCR4_ARATH
XM_001848768.1,ACCR4_ARATH
XM_019691032.1,A13CB_XENLA
XM_022061831.1,A13CB_XENLA
XM_019324281.1,ABP_STRMK
XM_019324281.1,A13CB_XENLA
XM_019324281.1,A13CB_XENLA
XM_019324281.1,2AAA_SCHPO
XM_019324281.1,2AAA_SCHPO
XM_019324281.1,2AAA_SCHPO
XM_024072007.1,ABP1_SACEX
XM_024072007.1,86A22_PETHY
XM_024072007.1,ABAH2_SOLLC
XM_002283813.3,A1AF_RABIT
XM_002283813.3,ABAH1_ARATH
XM_024590898.1,ABAH1_ARATH
XM_021418739.1,ABAH1_ARATH
XM_022040066.1,ABAH1_ARATH
XM_022040066.1,ABAH1_ARATH
XM_022040066.1,ACL4_SCHPO
XM_022040066.1,ACL4_SCHPO
XM_022040066.1,6PGL_SCHPO
XM_022040066.1,ACLG_ASPOR
XM_022040066.1,ACLG_ASPOR
XM_018769867.1,ACBG2_MOUSE
XM_026529917.1,ACBG2_MOUSE
AK365699.1,ABAH2_SOLLC
NM_001618.4,ABAH2_SOLLC
AF524947.1,ABRA_MOUSE
AK453203.1,AB11C_ARATH
XM_004456690.3,AAPK2_RAT
XM_014500607.1,ABDH_ENT38
XM_014500607.1,A33_PLEWA
XM_009384850.2,A33_PLEWA
CP011994.1,7SBG2_SOYBN
XM_002308610.3,7SBG2_SOYBN
XM_002308610.3,AAIP_WHEAT
XM_005398952.2,AAIP_WHEAT
XM_005398952.2,AAPK2_CAEEL
XM_021770840.1,AAPK1_CAEEL
XM_021770840.1,AAPK1_CAEEL
XM_006653909.2,AAPK1_CAEEL
XM_004346434.1,AAPK1_CAEEL
XM_011522381.2,AAPK1_CAEEL
XM_009868443.1,ACMAT_VITLA
XM_019596007.1,ACMAT_VITLA
XM_019596007.1,A9A1A_DANRE
XM_019596007.1,ACA1_ORYSJ
XM_024333028.1,ACRO_RAT
XM_024333028.1,ACP1_ENTHI
XR_001805592.1,ACBD6_XENTR
CP023118.1,ABI2_HUMAN
XM_016705212.1,AAPK2_PONAB
XM_011623237.2,AAPK2_PONAB
XM_016705212.1,AAPK2_PONAB
XM_016705212.1,AAPK2_PONAB
XM_006472735.3,AAPK1_PONAB
XM_006472735.3,AAPK1_PONAB
XM_006472735.3,AAPK1_PONAB
XM_006472735.3,AAPK1_PONAB
XM_006472735.3,AAPK2_PONAB
XM_006472735.3,AAPK2_PONAB
XM_006472735.3,AAPK2_PONAB
XM_006472735.3,AAPK2_MOUSE
XM_006472735.3,AAPK2_MOUSE
XM_006472735.3,AAPK2_PONAB
XM_006472735.3,AAPK2_HUMAN
XM_002285828.3,AAPK2_HUMAN
XM_006472735.3,AAPK2_PONAB
XM_006472735.3,ACAP3_HUMAN
XM_006472735.3,ACAP3_HUMAN
XM_002285828.3,ACAP2_CHICK
XM_006472735.3,ACAP3_HUMAN
XM_006472735.3,ACAP3_HUMAN
XM_006472735.3,ACAP3_HUMAN
XM_003459526.5,ACAP3_HUMAN
XM_015941206.1,ACAP3_HUMAN
XM_015941206.1,ACAP3_HUMAN
XM_003459528.5,ACAP3_HUMAN
XM_009868443.1,ACAP3_HUMAN
XM_019581174.1,ACAP3_HUMAN
XM_017180852.1,ACAP3_HUMAN
XM_021020281.1,ACH2_LONAC
XM_021020281.1,ACH2_LONAC
XM_021020281.1,ACRO_MELGA
XM_024155932.1,41_DROME
XM_019301560.1,AAIP_WHEAT
XM_023682912.1,AAIP_WHEAT
XM_024072437.1,A1CF_RAT
XM_022894923.1,ABP41_LILDA
XM_010933878.2,ABP41_LILDA
XM_010933878.2,ABP41_LILDA
XM_010933878.2,ABP41_LILDA
XM_010933878.2,ABP41_LILDA
XM_008798319.3,ABP41_LILDA
XM_019301560.1,ABP41_LILDA
XM_019301560.1,ABP41_LILDA
XM_019561215.1,ABP41_LILDA
XM_011602824.1,ABP41_LILDA
XM_016029838.2,ABP41_LILDA
XM_018615228.1,ABP41_LILDA
XM_020409070.1,ABLM3_MOUSE
XM_020841436.1,ABLM3_MOUSE
XM_020841436.1,ABLM3_MOUSE
XM_026601876.1,ABP41_LILDA
XM_016029838.2,ABP41_LILDA
XM_023095745.1,ABP41_LILDA
XM_016732703.1,ABP41_LILDA
XM_016732703.1,ACR4L_ARATH
XM_016744868.1,ABI5_ARATH
XM_016744868.1,ABI5_ARATH
XM_009050437.1,ACE2_SCHPO
XM_018600022.1,ACE2_SCHPO
XM_009115723.2,ACE2_SCHPO
LR031872.1,ACE2_SCHPO
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
LR031872.1,AAPK2_CAEEL
XM_012221752.2,AAPK2_CAEEL
XM_012221752.2,AAPK2_CAEEL
XM_012221752.2,AAPK2_CAEEL
XM_012221752.2,ACAP3_HUMAN
XM_012221752.2,ACAP3_HUMAN
XM_010505712.1,ACAP3_HUMAN
XM_010505712.1,ACAP3_HUMAN
XM_010505712.1,ACAP3_HUMAN
XM_010505712.1,ACAP3_HUMAN
FR796417.1,AAPK2_CAEEL
FR796417.1,ACOC_BACSU
FR796417.1,ACOC_PSEPU
GU923920.1,ACR4L_ARATH
XM_009419833.2,AATPI_ARATH
CP000555.1,AATP3_ARATH
XM_012215557.2,A16L1_HUMAN
BT027678.1,9DC3_SOLPI
XM_010777059.1,9DC3_SOLPI
XM_010777059.1,9DC3_SOLPI
XM_007946923.1,9DC3_SOLPI
XM_007946923.1,9DC3_SOLPI
XM_019298216.1,9DC3_SOLPI
XM_023041058.1,9DC3_SOLPI
XM_014098628.1,9DC3_SOLPI
AK446657.1,9DC3_SOLPI
XM_002263478.4,9DC3_SOLPI
XM_022042003.1,9DC3_SOLPI
XM_009627405.2,9DC3_SOLPI
XM_021961934.1,9DC3_SOLPI
XM_024334227.1,9DC3_SOLPI
XM_024334227.1,9DC3_SOLPI
XM_010257644.2,9DC3_SOLPI
XM_023689599.1,9DC3_SOLPI
XM_002517152.3,9DC3_SOLPI
XM_011464507.1,9DC3_SOLPI
KF736903.1,9DC3_SOLPI
XM_011464507.1,9DC3_SOLPI
XM_024337229.1,9DC3_SOLPI
XM_024337229.1,ACAP3_HUMAN
XM_024337229.1,ABR1_ASPFU
XM_026558082.1,ABR1_ASPFU
CP002685.1,ABR1_ASPFU
XR_001927538.1,ACO1_AJECA
XM_002532356.3,3HAO_USTMA
XM_002532356.3,AAPT1_ARATH
XM_002532356.3,AAPT1_ARATH
XM_002532356.3,AAPT1_ARATH
XM_002532356.3,AAPT1_ARATH
XM_002896402.1,AAPT1_ARATH
XM_013609910.2,AAPT1_ARATH
XM_013609910.2,AAPT1_ARATH
XM_021803241.1,AAPT1_ARATH
CP000089.1,AAPT1_ARATH
CP000089.1,ACBD6_XENLA
NM_138578.3,ABCCC_DICDI
XM_017562371.1,ACO3M_ARATH
XM_017562371.1,ACO3M_ARATH
XM_009496203.1,ACOC_ORYSJ
XM_009496203.1,ACOC_ORYSJ
XM_012339961.1,ACOC_ORYSJ
XM_009496203.1,ACOC_ORYSJ
XM_017146872.1,ACOC_ORYSJ
XM_021803242.1,ACOC_ORYSJ
XM_021803241.1,ACOC_ORYSJ
XM_021803242.1,ACOC_ORYSJ
XM_021803242.1,ACOC_ORYSJ
XM_021803242.1,ACOC_ORYSJ
XM_021803241.1,ACOC_ORYSJ
AH015833.2,ACOC_ORYSJ
KJ133350.1,ACOC_ORYSJ
XM_019784636.1,ACOC_CUCMA
XM_015717107.2,ACOC_CUCMA
XM_025156733.1,ACO1_ARATH
XM_002515533.3,ACO1_ARATH
XM_023090570.1,ACO1_ARATH
XM_023090570.1,ACO1_ARATH
CP029343.1,ACO1_ARATH
XM_012212348.2,ACO1_ARATH
XM_012212348.2,ACAP1_BOVIN
XM_012212348.2,ACR4L_ARATH
CP001281.2,ACR4L_ARATH
XM_012212348.2,ACR4L_ARATH
XM_012212348.2,ACR4L_ARATH
XM_012212348.2,ACR4L_ARATH
XM_010687273.2,ACR4L_ARATH
XM_010687273.2,ACR4L_ARATH
XM_010687273.2,ACR4L_ARATH
XM_010687273.2,ACR4L_ARATH
XM_002314071.3,AAP3_ARATH
XM_002314071.3,AAP3_ARATH
XM_002314071.3,AAP3_ARATH
XM_002314071.3,AAP3_ARATH
XM_002314071.3,AAP3_ARATH
XM_002314071.3,AAP3_ARATH
XM_002314071.3,AAPK1_CAEEL
XM_024037049.1,AAPK1_CAEEL
XM_012212348.2,AAPK1_CAEEL
XM_012212348.2,AAPK1_CAEEL
XM_012212348.2,AAPK1_CAEEL
XM_012212348.2,AAPK1_CAEEL
XM_012212348.2,AAP3_ARATH
XM_012212348.2,AAP3_ARATH
XM_007010282.2,AAP3_ARATH
XM_007010282.2,ACCA_AROAE
XM_007010282.2,AAPK1_CAEEL
NG_050649.1,ACE2_CANAL
CP013909.1,ACP7_HUMAN
CP033730.1,ACCR4_ARATH
KP687130.1,ACCR4_ARATH
MF083689.2,3BHDP_RUMGV
MF083689.2,3BHDP_RUMGV
AF509582.1,ABR_BOVIN
AF509582.1,A37C_DROLE
KF054854.1,A37C_DROLE
KY962740.1,A37C_DROLE
